Cluster,phylum,class,order,family,39198,39202,39204,39206,39208,39210,39212,39214,39216,39218,39220,39222,39224,39226,39228,39230,39232,39234,39236,39238,39240,39242,39244,39246,39248,39250,39252,39254,39256,39258,39260,39262,39264,39266,39268,39270,39272,39274,39276,39282,39286,39288,39290,39294,39296,39300,39302,39304,39306,39308,39310,39314,39316,39318,39320,39322,39324,39326,39328,39330,39332,39336,39340,39342,39344,39346,39348,39350,39352,39354,39356,39358,39360,39362,39364,39366,39368,39370,39372,39376,Sample
0,p__Crenarchaeota,c__Thaumarchaeota,o__Cenarchaeales,f__SAGMA-X,51,14,3,8,4,1,26,0,2,4,1,13,43,13,32,2,119,0,13,1,0,52,27,6,14,28,4,0,8,12,35,6,6,0,19,45,0,13,51,23,4,11,8,2,2,38,41,15,9,1,15,40,9,1,23,18,21,0,0,70,6,0,9,0,0,3,47,7,1,47,18,0,2,18,27,3,32,1,0,0,0-10 cm
53,p__Crenarchaeota,c__Thaumarchaeota,o__Nitrososphaerales,f__Nitrososphaeraceae,241,104,487,27,262,60,47,52,53,42,43,36,233,12,237,6,369,0,226,27,3,191,579,11,125,216,104,0,9,78,309,1,0,71,116,179,1,83,127,318,300,7,247,43,302,342,158,430,4,28,403,338,407,134,20,61,264,9,2,176,119,0,138,0,5,268,283,49,33,488,33,1,26,161,249,1,2,39,3,9,0-10 cm
98,p__Crenarchaeota,c__MBGA,o__NRP-J,o__NRP-J_unclassified,0,0,2,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,26,0,0,40,2,0,1,0,0,0,1,1,0,6,0,0,2,0,22,4,0,0,2,0,1,0,0,0,0,0,0,29,1,1,0,15,0,5,0,0,2,0,0,0,0,0,0-10 cm
145,p__Crenarchaeota,c__Thaumarchaeota,o__Cenarchaeales,f__SAGMA-X,409,13,39,0,69,550,176,47,35,1,0,40,15,25,13,232,25,70,46,79,217,88,13,113,45,65,1,23,1013,18,151,12,62,228,559,91,1059,97,498,556,27,102,45,60,20,408,87,37,290,190,249,8,16,12,347,106,27,2,170,67,76,94,22,335,0,22,27,90,0,56,9,447,414,14,201,134,165,27,65,267,0-10 cm
202,p__Crenarchaeota,c__MBGA,o__NRP-J,o__NRP-J_unclassified,0,0,3,1,2,2,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,1,0,0,0,0,2,9,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0-10 cm
50,p__Crenarchaeota,c__Thaumarchaeota,o__Nitrososphaerales,f__Nitrososphaeraceae,18,91,43,10,22,5,3,1,0,2,42,90,7,2,87,0,97,2,7,184,0,4,5,91,3,305,2,0,0,0,108,1,0,1,93,14,0,9,44,433,603,0,258,108,100,280,172,565,5,10,557,18,397,8,8,97,26,1,0,66,1,0,6,0,3,129,55,8,4,221,348,0,0,2,113,1,1,3,1,2,0-10 cm
895,p__Crenarchaeota,c__Thaumarchaeota,o__Cenarchaeales,f__SAGMA-X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-10 cm
594,p__Crenarchaeota,c__MBGA,o__NRP-J,o__NRP-J_unclassified,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-10 cm
375,p__Crenarchaeota,c__MBGA,o__NRP-J,o__NRP-J_unclassified,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0-10 cm
195,p__Crenarchaeota,c__Thaumarchaeota,o__Nitrososphaerales,f__Nitrososphaeraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-10 cm
43,p__Crenarchaeota,c__Thaumarchaeota,o__Nitrososphaerales,f__Nitrososphaeraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0-10 cm
89,p__Crenarchaeota,c__MBGA,o__NRP-J,o__NRP-J_unclassified,1215,511,1249,184,1394,1814,1116,561,645,471,2262,1260,859,876,1762,5106,1210,3929,1154,1472,6184,1453,278,761,551,1091,341,2748,903,268,1435,650,2365,1133,2169,1066,4712,2480,1388,1111,1487,706,2124,1798,1947,1430,1726,1162,612,3212,1698,818,2374,1865,1660,2340,612,14,3645,1448,1822,4743,419,3539,7,1271,1388,1061,1620,1251,1282,2030,1137,1857,1059,2729,1258,1090,907,4087,0-10 cm
135,p__Crenarchaeota,c__Thaumarchaeota,o__Nitrososphaerales,f__Nitrososphaeraceae,11,1,57,6,58,9,2,4,1,0,3,1,21,3,79,1,12,8,8,16,1,54,33,0,10,26,2,1,46,5,19,12,56,10,61,43,0,22,22,37,34,3,70,12,68,22,9,36,9,4,50,84,33,52,7,64,37,0,2,34,28,10,12,45,0,40,20,24,8,36,6,18,2,30,71,17,45,12,0,2,0-10 cm
38,p__Crenarchaeota,c__Thaumarchaeota,o__Nitrososphaerales,f__Nitrososphaeraceae,203,71,324,11,140,9,9,30,44,34,14,25,253,41,8,1,55,1,68,44,0,154,465,8,86,119,77,0,230,102,197,36,7,58,41,117,1,60,90,108,35,70,26,31,31,141,96,9,54,2,49,96,15,38,61,39,123,0,0,19,72,2,59,7,0,291,235,116,20,125,13,74,15,98,199,2,131,2,1,2,0-10 cm
86,p__Crenarchaeota,c__Thaumarchaeota,o__Nitrososphaerales,f__Nitrososphaeraceae,0,0,18,0,1,3,1,0,0,0,1,2,2,2,4,2,4,0,3,5,0,3,0,0,0,14,0,0,2,0,5,0,39,2,42,6,3,20,12,17,20,17,26,5,32,18,22,22,8,10,17,1,41,29,5,26,9,0,0,21,13,2,1,0,0,18,9,1,1,44,7,2,0,22,19,0,0,0,3,0,0-10 cm
871,p__Crenarchaeota,c__MBGA,o__NRP-J,o__NRP-J_unclassified,2,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-10 cm
583,p__Crenarchaeota,c__Thaumarchaeota,o__Cenarchaeales,f__SAGMA-X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-10 cm
365,p__Crenarchaeota,c__Thaumarchaeota,c__Thaumarchaeota_unclassified,c__Thaumarchaeota_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,3,0,0,2,1,0,0,1,1,0,0,0,0,0,0-10 cm
182,p__Crenarchaeota,c__Thaumarchaeota,o__Nitrososphaerales,f__Nitrososphaeraceae,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0-10 cm
32,p__Crenarchaeota,c__Thaumarchaeota,o__Nitrososphaerales,f__Nitrososphaeraceae,107,47,236,7,102,6,4,16,31,14,8,10,179,40,3,2,34,1,21,146,0,85,213,10,56,138,33,0,282,75,102,47,14,18,54,51,4,62,59,42,29,99,44,28,62,69,81,19,56,1,39,51,7,13,61,57,50,0,1,16,27,10,124,7,1,140,328,192,4,40,1,73,10,35,198,6,166,13,2,12,0-10 cm
78,p__Crenarchaeota,c__Thaumarchaeota,o__Nitrososphaerales,f__Nitrososphaeraceae,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-10 cm
126,p__Crenarchaeota,c__MBGA,o__NRP-J,o__NRP-J_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11,0,16,1,0,41,9,2,1,2,3,0,0,0,0,19,3,0,3,0,11,3,0,0,10,0,0,0,0,0,2,5,0,50,1,30,0,31,0,0,0,0,4,0,0,0,0,0,0-10 cm
28,p__Crenarchaeota,c__Thaumarchaeota,o__Nitrososphaerales,f__Nitrososphaeraceae,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-10 cm
846,p__Crenarchaeota,c__MBGA,o__NRP-J,o__NRP-J_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-10 cm
561,p__Crenarchaeota,c__Thaumarchaeota,o__Cenarchaeales,f__SAGMA-X,24,2,7,0,5,3,4,1,4,0,1,2,14,1,15,4,33,2,1,0,8,15,6,4,3,4,0,0,2,4,2,2,2,1,9,4,0,44,18,4,0,0,0,0,0,5,55,2,0,0,0,10,8,0,5,1,4,0,9,16,1,0,3,0,0,5,11,2,0,22,9,1,1,0,0,0,0,0,0,0,0-10 cm
353,p__Crenarchaeota,c__Thaumarchaeota,o__Nitrososphaerales,f__Nitrososphaeraceae,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0-10 cm
171,p__Crenarchaeota,c__MCG,o__pGrfC26,o__pGrfC26_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-10 cm
21,p__Crenarchaeota,c__Thaumarchaeota,o__Cenarchaeales,f__SAGMA-X,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0-10 cm
69,p__Crenarchaeota,c__MBGA,o__NRP-J,o__NRP-J_unclassified,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-10 cm
115,p__Crenarchaeota,c__MBGA,o__NRP-J,o__NRP-J_unclassified,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0-10 cm
158,p__Euryarchaeota,c__DSEG,o__ArcA07,o__ArcA07_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0-10 cm
